current_position,action,current_balance,close,next_close,SLTP,current_profit,balance,active_position
long,hold,180.9,15433.7,15434.4,-,0.7,181.6,1
long,long,181.6,15434.4,15432.0,-,-2.4,179.2,1
long,long,179.2,15432.0,15432.0,-,0.0,179.2,1
long,short,179.2,15432.0,15432.4,-,0.0,179.2,0
hold,short,177.7,15432.4,15432.7,-,-0.3,177.4,2
short,long,177.4,15432.7,15435.4,-,0.0,177.4,0
hold,long,175.9,15435.4,15434.8,-,-0.6,175.3,1
long,hold,175.3,15434.8,15433.2,-,-1.6,173.7,1
long,short,173.7,15433.2,15437.2,-,0.0,173.7,0
hold,short,172.2,15437.2,15430.7,-,6.5,178.7,2
short,short,178.7,15430.7,15429.5,-,1.2,179.9,2
short,hold,179.9,15429.5,15434.4,-,-4.9,175.0,2
short,long,175.0,15434.4,15433.9,-,0.0,175.0,0
hold,short,173.5,15433.9,15432.5,-,1.4,174.9,2
short,short,174.9,15432.5,15432.7,-,-0.2,174.7,2
short,hold,174.7,15432.7,15430.3,-,2.4,177.1,2
short,hold,177.1,15430.3,15433.4,-,-3.1,174.0,2
short,hold,174.0,15433.4,15432.4,-,1.0,175.0,2
short,short,175.0,15432.4,15432.2,-,0.2,175.2,2
short,long,175.2,15432.2,15426.8,-,0.0,175.2,0
hold,long,173.7,15426.8,15425.7,-,-1.1,172.6,1
long,hold,172.6,15425.7,15428.7,-,3.0,175.6,1
long,long,175.6,15428.7,15430.9,-,2.2,177.8,1
long,hold,177.8,15430.9,15428.0,-,-2.9,174.9,1
long,hold,174.9,15428.0,15429.5,-,1.5,176.4,1
long,short,176.4,15429.5,15425.2,-,0.0,176.4,0
hold,long,174.9,15425.2,15419.2,Stop Loss,-5.0,169.9,0
hold,hold,169.9,15419.2,15422.0,-,0.0,169.9,0
hold,hold,169.9,15422.0,15421.0,-,0.0,169.9,0
hold,hold,169.9,15421.0,15417.7,-,0.0,169.9,0
hold,short,168.4,15417.7,15421.0,-,-3.3,165.1,2
short,hold,165.1,15421.0,15412.9,-,8.1,173.2,2
short,short,173.2,15412.9,15416.5,-,-3.6,169.6,2
short,long,169.6,15416.5,15414.2,-,0.0,169.6,0
hold,long,168.1,15414.2,15409.4,-,-4.8,163.3,1
long,short,163.3,15409.4,15403.4,-,0.0,163.3,0
hold,hold,163.3,15403.4,15400.7,-,0.0,163.3,0
hold,hold,163.3,15400.7,15407.2,-,0.0,163.3,0
hold,hold,163.3,15407.2,15409.2,-,0.0,163.3,0
hold,long,161.8,15409.2,15410.5,-,1.3,163.1,1
long,hold,163.1,15410.5,15410.9,-,0.4,163.5,1
long,short,163.5,15410.9,15409.5,-,0.0,163.5,0
hold,long,162.0,15409.5,15408.7,-,-0.8,161.2,1
long,hold,161.2,15408.7,15410.4,-,1.7,162.9,1
long,short,162.9,15410.4,15412.4,-,0.0,162.9,0
hold,long,161.4,15412.4,15403.8,Stop Loss,-5.0,156.4,0
hold,hold,156.4,15403.8,15400.4,-,0.0,156.4,0
hold,hold,156.4,15400.4,15411.7,-,0.0,156.4,0
hold,long,154.9,15411.7,15410.7,-,-1.0,153.9,1
long,long,153.9,15410.7,15416.2,-,5.5,159.4,1
long,long,159.4,15416.2,15411.8,-,-4.4,155.0,1
long,long,155.0,15411.8,15417.2,-,5.4,160.4,1
long,long,160.4,15417.2,15415.9,-,-1.3,159.1,1
long,short,159.1,15415.9,15417.8,-,0.0,159.1,0
hold,hold,159.1,15417.8,15414.4,-,0.0,159.1,0
hold,short,157.6,15414.4,15420.7,Stop Loss,-5.0,152.6,0
hold,short,151.1,15420.7,15412.4,-,8.3,159.4,2
short,hold,159.4,15412.4,15409.3,-,3.1,162.5,2
short,long,162.5,15409.3,15410.2,-,0.0,162.5,0
hold,short,161.0,15410.2,15390.3,-,19.9,180.9,2
short,hold,180.9,15390.3,15360.3,Take Profit,0.1,181.0,0
hold,short,179.5,15360.3,15348.0,-,12.3,191.8,2
short,short,191.8,15348.0,15380.3,Stop Loss,-17.3,174.5,0
hold,short,173.0,15380.3,15352.9,Take Profit,20.0,193.0,0
hold,hold,193.0,15352.9,15362.0,-,0.0,193.0,0
hold,short,191.5,15362.0,15376.2,Stop Loss,-5.0,186.5,0
hold,hold,186.5,15376.2,15359.4,-,0.0,186.5,0
hold,hold,186.5,15359.4,15324.5,-,0.0,186.5,0
hold,short,185.0,15324.5,15333.3,Stop Loss,-5.0,180.0,0
hold,short,178.5,15333.3,15335.8,-,-2.5,176.0,2
short,short,176.0,15335.8,15333.3,-,2.5,178.5,2
short,hold,178.5,15333.3,15364.9,Stop Loss,-5.0,173.5,0
hold,long,172.0,15364.9,15368.7,-,3.8,175.8,1
long,hold,175.8,15368.7,15352.4,Stop Loss,-8.8,167.0,0
hold,long,165.5,15352.4,15367.4,-,15.0,180.5,1
long,long,180.5,15367.4,15351.9,-,-15.5,165.0,1
long,hold,165.0,15351.9,15371.4,-,19.5,184.5,1
long,short,184.5,15371.4,15377.9,-,0.0,184.5,0
hold,long,183.0,15377.9,15369.4,Stop Loss,-5.0,178.0,0
hold,hold,178.0,15369.4,15362.9,-,0.0,178.0,0
hold,hold,178.0,15362.9,15357.9,-,0.0,178.0,0
hold,short,176.5,15357.9,15367.0,Stop Loss,-5.0,171.5,0
hold,long,170.0,15367.0,15357.5,Stop Loss,-5.0,165.0,0
hold,hold,165.0,15357.5,15355.9,-,0.0,165.0,0
hold,short,163.5,15355.9,15359.2,-,-3.3,160.2,2
short,long,160.2,15359.2,15355.6,-,0.0,160.2,0
hold,short,158.7,15355.6,15347.0,-,8.6,167.3,2
short,long,167.3,15347.0,15344.9,-,0.0,167.3,0
hold,long,165.8,15344.9,15365.6,Take Profit,20.0,185.8,0
hold,short,184.3,15365.6,15366.7,-,-1.1,183.2,2
short,long,183.2,15366.7,15368.5,-,0.0,183.2,0
hold,short,181.7,15368.5,15362.0,-,6.5,188.2,2
short,hold,188.2,15362.0,15366.4,-,-4.4,183.8,2
short,long,183.8,15366.4,15381.1,-,0.0,183.8,0
hold,short,182.3,15381.1,15394.4,Stop Loss,-5.0,177.3,0
hold,long,175.8,15394.4,15409.7,-,15.3,191.1,1
long,short,191.1,15409.7,15415.1,-,0.0,191.1,0
hold,hold,191.1,15415.1,15428.1,-,0.0,191.1,0
hold,hold,191.1,15428.1,15431.2,-,0.0,191.1,0
hold,long,189.6,15431.2,15432.2,-,1.0,190.6,1
long,hold,190.6,15432.2,15445.2,-,13.0,203.6,1
long,hold,203.6,15445.2,15451.4,Take Profit,6.0,209.6,0
hold,hold,209.6,15451.4,15441.1,-,0.0,209.6,0
hold,long,208.1,15441.1,15443.2,-,2.1,210.2,1
long,short,210.2,15443.2,15449.4,-,0.0,210.2,0
hold,long,208.7,15449.4,15449.1,-,-0.3,208.4,1
long,hold,208.4,15449.1,15449.2,-,0.1,208.5,1
long,long,208.5,15449.2,15460.2,-,11.0,219.5,1
long,hold,219.5,15460.2,15452.6,-,-7.6,211.9,1
long,short,211.9,15452.6,15456.9,-,0.0,211.9,0
hold,hold,211.9,15456.9,15466.7,-,0.0,211.9,0
hold,short,210.4,15466.7,15472.9,Stop Loss,-5.0,205.4,0
hold,hold,205.4,15472.9,15459.5,-,0.0,205.4,0
hold,long,203.9,15459.5,15460.4,-,0.9,204.8,1
long,long,204.8,15460.4,15479.5,Take Profit,19.1,223.9,0
hold,long,222.4,15479.5,15473.0,Stop Loss,-5.0,217.4,0
hold,short,215.9,15473.0,15471.2,-,1.8,217.7,2
short,hold,217.7,15471.2,15472.0,-,-0.8,216.9,2
short,short,216.9,15472.0,15472.6,-,-0.6,216.3,2
short,short,216.3,15472.6,15478.4,Stop Loss,-5.4,210.9,0
hold,long,209.4,15478.4,15480.9,-,2.5,211.9,1
long,long,211.9,15480.9,15473.1,Stop Loss,-7.5,204.4,0
hold,hold,204.4,15473.1,15484.6,-,0.0,204.4,0
hold,hold,204.4,15484.6,15483.2,-,0.0,204.4,0
hold,short,202.9,15483.2,15482.9,-,0.3,203.2,2
short,long,203.2,15482.9,15494.7,-,0.0,203.2,0
hold,long,201.7,15494.7,15496.0,-,1.3,203.0,1
long,hold,203.0,15496.0,15501.2,-,5.2,208.2,1
long,hold,208.2,15501.2,15511.7,-,10.5,218.7,1
long,short,218.7,15511.7,15505.7,-,0.0,218.7,0
hold,hold,218.7,15505.7,15505.0,-,0.0,218.7,0
hold,long,217.2,15505.0,15501.0,-,-4.0,213.2,1
long,hold,213.2,15501.0,15515.7,-,14.7,227.9,1
long,hold,227.9,15515.7,15516.4,-,0.7,228.6,1
long,long,228.6,15516.4,15512.1,-,-4.3,224.3,1
long,hold,224.3,15512.1,15505.6,-,-6.5,217.8,1
long,short,217.8,15505.6,15505.1,-,0.0,217.8,0
hold,short,216.3,15505.1,15503.2,-,1.9,218.2,2
short,short,218.2,15503.2,15504.5,-,-1.3,216.9,2
short,hold,216.9,15504.5,15505.9,-,-1.4,215.5,2
short,long,215.5,15505.9,15503.5,-,0.0,215.5,0
hold,short,214.0,15503.5,15504.9,-,-1.4,212.6,2
short,short,212.6,15504.9,15506.9,-,-2.0,210.6,2
short,hold,210.6,15506.9,15506.1,-,0.8,211.4,2
short,hold,211.4,15506.1,15511.7,Stop Loss,-2.4,209.0,0
hold,hold,209.0,15511.7,15515.6,-,0.0,209.0,0
hold,long,207.5,15515.6,15514.9,-,-0.7,206.8,1
long,hold,206.8,15514.9,15511.2,-,-3.7,203.1,1
long,short,203.1,15511.2,15514.4,-,0.0,203.1,0
hold,long,201.6,15514.4,15512.9,-,-1.5,200.1,1
long,hold,200.1,15512.9,15512.4,-,-0.5,199.6,1
long,long,199.6,15512.4,15514.4,-,2.0,201.6,1
long,short,201.6,15514.4,15514.5,-,0.0,201.6,0
hold,hold,201.6,15514.5,15514.6,-,0.0,201.6,0
hold,hold,201.6,15514.6,15514.6,-,0.0,201.6,0
hold,short,200.1,15514.6,15511.4,-,3.2,203.3,2
short,hold,203.3,15511.4,15509.7,-,1.7,205.0,2
short,hold,205.0,15509.7,15511.6,-,-1.9,203.1,2
short,short,203.1,15511.6,15511.6,-,0.0,203.1,2
short,short,203.1,15511.6,15510.9,-,0.7,203.8,2
short,long,203.8,15510.9,15511.6,-,0.0,203.8,0
hold,long,202.3,15511.6,15506.9,-,-4.7,197.6,1
long,hold,197.6,15506.9,15506.4,Stop Loss,-0.3,197.3,0
hold,long,195.8,15506.4,15505.6,-,-0.8,195.0,1
long,long,195.0,15505.6,15510.0,-,4.4,199.4,1
long,short,199.4,15510.0,15508.1,-,0.0,199.4,0
hold,hold,199.4,15508.1,15507.4,-,0.0,199.4,0
hold,long,197.9,15507.4,15504.6,-,-2.8,195.1,1
long,short,195.1,15504.6,15507.6,-,0.0,195.1,0
hold,hold,195.1,15507.6,15509.7,-,0.0,195.1,0
hold,long,193.6,15509.7,15509.9,-,0.2,193.8,1
long,hold,193.8,15509.9,15507.6,-,-2.3,191.5,1
long,hold,191.5,15507.6,15508.4,-,0.8,192.3,1
long,long,192.3,15508.4,15503.6,Stop Loss,-3.7,188.6,0
hold,long,187.1,15503.6,15505.9,-,2.3,189.4,1
long,short,189.4,15505.9,15502.9,-,0.0,189.4,0
hold,hold,189.4,15502.9,15504.6,-,0.0,189.4,0
hold,hold,189.4,15504.6,15502.9,-,0.0,189.4,0
hold,short,187.9,15502.9,15503.6,-,-0.7,187.2,2
short,hold,187.2,15503.6,15505.6,-,-2.0,185.2,2
short,hold,185.2,15505.6,15510.1,Stop Loss,-2.3,182.9,0
hold,long,181.4,15510.1,15509.4,-,-0.7,180.7,1
long,short,180.7,15509.4,15512.7,-,0.0,180.7,0
hold,hold,180.7,15512.7,15512.6,-,0.0,180.7,0
hold,long,179.2,15512.6,15510.5,-,-2.1,177.1,1
long,hold,177.1,15510.5,15510.6,-,0.1,177.2,1
long,hold,177.2,15510.6,15517.7,-,7.1,184.3,1
long,long,184.3,15517.7,15517.4,-,-0.3,184.0,1
long,short,184.0,15517.4,15519.5,-,0.0,184.0,0
hold,hold,184.0,15519.5,15514.7,-,0.0,184.0,0
hold,long,182.5,15514.7,15514.1,-,-0.6,181.9,1
long,short,181.9,15514.1,15502.4,-,0.0,181.9,0
hold,hold,181.9,15502.4,15509.4,-,0.0,181.9,0
hold,hold,181.9,15509.4,15508.0,-,0.0,181.9,0
hold,hold,181.9,15508.0,15501.4,-,0.0,181.9,0
hold,hold,181.9,15501.4,15501.6,-,0.0,181.9,0
hold,hold,181.9,15501.6,15496.4,-,0.0,181.9,0
hold,hold,181.9,15496.4,15496.5,-,0.0,181.9,0
hold,short,180.4,15496.5,15500.1,-,-3.6,176.8,2
short,long,176.8,15500.1,15493.4,-,0.0,176.8,0
hold,short,175.3,15493.4,15495.6,-,-2.2,173.1,2
short,long,173.1,15495.6,15501.4,-,0.0,173.1,0
hold,long,171.6,15501.4,15499.4,-,-2.0,169.6,1
long,long,169.6,15499.4,15507.9,-,8.5,178.1,1
long,short,178.1,15507.9,15506.9,-,0.0,178.1,0
hold,hold,178.1,15506.9,15503.6,-,0.0,178.1,0
hold,long,176.6,15503.6,15504.2,-,0.6,177.2,1
long,hold,177.2,15504.2,15504.6,-,0.4,177.6,1
long,hold,177.6,15504.6,15501.6,-,-3.0,174.6,1
long,long,174.6,15501.6,15499.7,-,-1.9,172.7,1
long,short,172.7,15499.7,15502.9,-,0.0,172.7,0
hold,short,171.2,15502.9,15499.2,-,3.7,174.9,2
short,hold,174.9,15499.2,15499.4,-,-0.2,174.7,2
short,long,174.7,15499.4,15498.4,-,0.0,174.7,0
hold,short,173.2,15498.4,15495.4,-,3.0,176.2,2
short,long,176.2,15495.4,15494.4,-,0.0,176.2,0
hold,long,174.7,15494.4,15488.4,Stop Loss,-5.0,169.7,0
hold,short,168.2,15488.4,15489.7,-,-1.3,166.9,2
short,long,166.9,15489.7,15489.6,-,0.0,166.9,0
hold,hold,166.9,15489.6,15488.9,-,0.0,166.9,0
hold,hold,166.9,15488.9,15487.1,-,0.0,166.9,0
hold,short,165.4,15487.1,15490.9,-,-3.8,161.6,2
short,long,161.6,15490.9,15488.4,-,0.0,161.6,0
hold,short,160.1,15488.4,15486.5,-,1.9,162.0,2
short,hold,162.0,15486.5,15484.7,-,1.8,163.8,2
short,hold,163.8,15484.7,15486.4,-,-1.7,162.1,2
short,short,162.1,15486.4,15485.4,-,1.0,163.1,2
short,short,163.1,15485.4,15490.0,-,-4.6,158.5,2
short,long,158.5,15490.0,15491.1,-,0.0,158.5,0
hold,long,157.0,15491.1,15491.6,-,0.5,157.5,1
long,short,157.5,15491.6,15493.4,-,0.0,157.5,0
hold,hold,157.5,15493.4,15492.1,-,0.0,157.5,0
hold,hold,157.5,15492.1,15490.4,-,0.0,157.5,0
hold,long,156.0,15490.4,15493.0,-,2.6,158.6,1
long,short,158.6,15493.0,15494.0,-,0.0,158.6,0
hold,short,157.1,15494.0,15492.9,-,1.1,158.2,2
short,long,158.2,15492.9,15492.0,-,0.0,158.2,0
hold,long,156.7,15492.0,15489.7,-,-2.3,154.4,1
long,long,154.4,15489.7,15491.2,-,1.5,155.9,1
long,short,155.9,15491.2,15483.1,-,0.0,155.9,0
hold,short,154.4,15483.1,15477.7,-,5.4,159.8,2
short,long,159.8,15477.7,15479.5,-,0.0,159.8,0
hold,hold,159.8,15479.5,15484.9,-,0.0,159.8,0
hold,short,158.3,15484.9,15486.9,-,-2.0,156.3,2
short,long,156.3,15486.9,15487.1,-,0.0,156.3,0
hold,hold,156.3,15487.1,15490.1,-,0.0,156.3,0
hold,short,154.8,15490.1,15493.6,-,-3.5,151.3,2
short,long,151.3,15493.6,15489.1,-,0.0,151.3,0
hold,hold,151.3,15489.1,15490.0,-,0.0,151.3,0
hold,short,149.8,15490.0,15489.9,-,0.1,149.9,2
short,short,149.9,15489.9,15490.5,-,-0.6,149.3,2
short,short,149.3,15490.5,15484.1,-,6.4,155.7,2
short,long,155.7,15484.1,15481.4,-,0.0,155.7,0
hold,hold,155.7,15481.4,15479.1,-,0.0,155.7,0
hold,long,154.2,15479.1,15474.6,-,-4.5,149.7,1
long,long,149.7,15474.6,15479.5,-,4.9,154.6,1
long,short,154.6,15479.5,15478.5,-,0.0,154.6,0
hold,long,153.1,15478.5,15486.0,-,7.5,160.6,1
long,long,160.6,15486.0,15486.1,-,0.1,160.7,1
long,long,160.7,15486.1,15491.4,-,5.3,166.0,1
long,short,166.0,15491.4,15498.7,-,0.0,166.0,0
hold,short,164.5,15498.7,15505.9,Stop Loss,-5.0,159.5,0
hold,short,158.0,15505.9,15501.4,-,4.5,162.5,2
short,hold,162.5,15501.4,15495.2,-,6.2,168.7,2
short,hold,168.7,15495.2,15494.9,-,0.3,169.0,2
short,hold,169.0,15494.9,15496.2,-,-1.3,167.7,2
short,long,167.7,15496.2,15492.9,-,0.0,167.7,0
hold,long,166.2,15492.9,15494.9,-,2.0,168.2,1
long,long,168.2,15494.9,15498.4,-,3.5,171.7,1
long,hold,171.7,15498.4,15500.1,-,1.7,173.4,1
long,hold,173.4,15500.1,15500.1,-,0.0,173.4,1
long,hold,173.4,15500.1,15493.9,Stop Loss,-5.0,168.4,0
hold,long,166.9,15493.9,15490.6,-,-3.3,163.6,1
long,long,163.6,15490.6,15483.6,Stop Loss,-1.7,161.9,0
hold,short,160.4,15483.6,15486.0,-,-2.4,158.0,2
short,short,158.0,15486.0,15482.6,-,3.4,161.4,2
short,long,161.4,15482.6,15483.9,-,0.0,161.4,0
hold,hold,161.4,15483.9,15487.9,-,0.0,161.4,0
hold,short,159.9,15487.9,15481.1,-,6.8,166.7,2
short,short,166.7,15481.1,15477.0,-,4.1,170.8,2
short,hold,170.8,15477.0,15479.0,-,-2.0,168.8,2
short,hold,168.8,15479.0,15481.9,-,-2.9,165.9,2
short,long,165.9,15481.9,15477.9,-,0.0,165.9,0
hold,short,164.4,15477.9,15482.1,-,-4.2,160.2,2
short,long,160.2,15482.1,15478.4,-,0.0,160.2,0
hold,short,158.7,15478.4,15478.4,-,0.0,158.7,2
short,hold,158.7,15478.4,15477.1,-,1.3,160.0,2
short,hold,160.0,15477.1,15475.6,-,1.5,161.5,2
short,short,161.5,15475.6,15470.4,-,5.2,166.7,2
short,hold,166.7,15470.4,15466.7,-,3.7,170.4,2
short,hold,170.4,15466.7,15461.1,-,5.6,176.0,2
short,long,176.0,15461.1,15462.4,-,0.0,176.0,0
hold,hold,176.0,15462.4,15463.1,-,0.0,176.0,0
hold,short,174.5,15463.1,15466.4,-,-3.3,171.2,2
short,short,171.2,15466.4,15470.1,Stop Loss,-1.7,169.5,0
hold,hold,169.5,15470.1,15465.9,-,0.0,169.5,0
hold,hold,169.5,15465.9,15471.1,-,0.0,169.5,0
hold,hold,169.5,15471.1,15470.4,-,0.0,169.5,0
hold,hold,169.5,15470.4,15468.0,-,0.0,169.5,0
hold,short,168.0,15468.0,15468.9,-,-0.9,167.1,2
short,hold,167.1,15468.9,15466.6,-,2.3,169.4,2
short,long,169.4,15466.6,15471.4,-,0.0,169.4,0
hold,hold,169.4,15471.4,15470.0,-,0.0,169.4,0
hold,hold,169.4,15470.0,15467.9,-,0.0,169.4,0
hold,hold,169.4,15467.9,15473.4,-,0.0,169.4,0
hold,short,167.9,15473.4,15479.0,Stop Loss,-5.0,162.9,0
hold,short,161.4,15479.0,15475.0,-,4.0,165.4,2
short,long,165.4,15475.0,15476.9,-,0.0,165.4,0
hold,long,163.9,15476.9,15475.7,-,-1.2,162.7,1
long,hold,162.7,15475.7,15472.1,-,-3.6,159.1,1
long,short,159.1,15472.1,15471.9,-,0.0,159.1,0
hold,short,157.6,15471.9,15464.6,-,7.3,164.9,2
short,short,164.9,15464.6,15460.1,-,4.5,169.4,2
short,hold,169.4,15460.1,15460.1,-,0.0,169.4,2
short,short,169.4,15460.1,15457.6,-,2.5,171.9,2
short,long,171.9,15457.6,15460.1,-,0.0,171.9,0
hold,hold,171.9,15460.1,15457.9,-,0.0,171.9,0
hold,long,170.4,15457.9,15456.1,-,-1.8,168.6,1
long,hold,168.6,15456.1,15458.9,-,2.8,171.4,1
long,short,171.4,15458.9,15455.5,-,0.0,171.4,0
hold,long,169.9,15455.5,15453.9,-,-1.6,168.3,1
long,short,168.3,15453.9,15447.9,-,0.0,168.3,0
hold,short,166.8,15447.9,15449.1,-,-1.2,165.6,2
short,hold,165.6,15449.1,15453.0,Stop Loss,-3.8,161.8,0
hold,short,160.3,15453.0,15457.0,-,-4.0,156.3,2
short,long,156.3,15457.0,15456.4,-,0.0,156.3,0
hold,hold,156.3,15456.4,15459.1,-,0.0,156.3,0
hold,hold,156.3,15459.1,15462.6,-,0.0,156.3,0
hold,short,154.8,15462.6,15464.4,-,-1.8,153.0,2
short,long,153.0,15464.4,15464.1,-,0.0,153.0,0
hold,short,151.5,15464.1,15455.4,-,8.7,160.2,2
short,hold,160.2,15455.4,15449.4,-,6.0,166.2,2
short,short,166.2,15449.4,15450.9,-,-1.5,164.7,2
short,long,164.7,15450.9,15453.1,-,0.0,164.7,0
hold,hold,164.7,15453.1,15449.1,-,0.0,164.7,0
hold,long,163.2,15449.1,15469.1,Take Profit,20.0,183.2,0
hold,short,181.7,15469.1,15443.4,Take Profit,20.0,201.7,0
hold,long,200.2,15443.4,15434.4,Stop Loss,-5.0,195.2,0
hold,long,193.7,15434.4,15418.6,Stop Loss,-5.0,188.7,0
hold,long,187.2,15418.6,15405.0,Stop Loss,-5.0,182.2,0
hold,long,180.7,15405.0,15416.9,-,11.9,192.6,1
long,short,192.6,15416.9,15390.1,-,0.0,192.6,0
hold,short,191.1,15390.1,15417.4,Stop Loss,-5.0,186.1,0
hold,hold,186.1,15417.4,15388.6,-,0.0,186.1,0
hold,hold,186.1,15388.6,15387.8,-,0.0,186.1,0
hold,long,184.6,15387.8,15396.8,-,9.0,193.6,1
long,hold,193.6,15396.8,15406.3,-,9.5,203.1,1
long,long,203.1,15406.3,15418.3,Take Profit,1.5,204.6,0
hold,long,203.1,15418.3,15417.8,-,-0.5,202.6,1
long,short,202.6,15417.8,15406.6,-,0.0,202.6,0
hold,long,201.1,15406.6,15410.8,-,4.2,205.3,1
long,long,205.3,15410.8,15390.6,Stop Loss,-9.2,196.1,0
hold,short,194.6,15390.6,15396.5,Stop Loss,-5.0,189.6,0
hold,long,188.1,15396.5,15397.3,-,0.8,188.9,1
long,hold,188.9,15397.3,15404.3,-,7.0,195.9,1
long,long,195.9,15404.3,15398.9,-,-5.4,190.5,1
long,long,190.5,15398.9,15377.5,Stop Loss,-7.4,183.1,0
hold,short,181.6,15377.5,15382.3,-,-4.8,176.8,2
short,short,176.8,15382.3,15390.5,Stop Loss,-0.2,176.6,0
hold,hold,176.6,15390.5,15388.3,-,0.0,176.6,0
hold,long,175.1,15388.3,15401.0,-,12.7,187.8,1
long,short,187.8,15401.0,15397.5,-,0.0,187.8,0
hold,short,186.3,15397.5,15398.5,-,-1.0,185.3,2
short,hold,185.3,15398.5,15399.8,-,-1.3,184.0,2
short,long,184.0,15399.8,15414.5,-,0.0,184.0,0
hold,long,182.5,15414.5,15409.5,Stop Loss,-5.0,177.5,0
hold,long,176.0,15409.5,15420.1,-,10.6,186.6,1
long,short,186.6,15420.1,15421.3,-,0.0,186.6,0
hold,long,185.1,15421.3,15436.5,-,15.2,200.3,1
long,hold,200.3,15436.5,15429.1,-,-7.4,192.9,1
long,short,192.9,15429.1,15423.1,-,0.0,192.9,0
hold,long,191.4,15423.1,15433.0,-,9.9,201.3,1
long,hold,201.3,15433.0,15427.3,-,-5.7,195.6,1
long,short,195.6,15427.3,15444.4,-,0.0,195.6,0
hold,short,194.1,15444.4,15438.5,-,5.9,200.0,2
short,hold,200.0,15438.5,15431.5,-,7.0,207.0,2
short,short,207.0,15431.5,15440.5,-,-9.0,198.0,2
short,hold,198.0,15440.5,15428.0,-,12.5,210.5,2
short,short,210.5,15428.0,15432.5,-,-4.5,206.0,2
short,short,206.0,15432.5,15442.1,-,-9.6,196.4,2
short,short,196.4,15442.1,15443.6,-,-1.5,194.9,2
short,long,194.9,15443.6,15446.1,-,0.0,194.9,0
hold,long,193.4,15446.1,15444.0,-,-2.1,191.3,1
long,long,191.3,15444.0,15436.8,Stop Loss,-2.9,188.4,0
hold,short,186.9,15436.8,15429.9,-,6.9,193.8,2
short,long,193.8,15429.9,15430.5,-,0.0,193.8,0
hold,long,192.3,15430.5,15440.4,-,9.9,202.2,1
long,long,202.2,15440.4,15475.5,Take Profit,10.1,212.3,0
hold,long,210.8,15475.5,15480.0,-,4.5,215.3,1
long,short,215.3,15480.0,15476.1,-,0.0,215.3,0
hold,hold,215.3,15476.1,15478.9,-,0.0,215.3,0
hold,long,213.8,15478.9,15488.3,-,9.4,223.2,1
long,hold,223.2,15488.3,15483.8,-,-4.5,218.7,1
long,short,218.7,15483.8,15486.6,-,0.0,218.7,0
hold,short,217.2,15486.6,15483.6,-,3.0,220.2,2
short,long,220.2,15483.6,15487.4,-,0.0,220.2,0
hold,long,218.7,15487.4,15488.0,-,0.6,219.3,1
long,short,219.3,15488.0,15483.5,-,0.0,219.3,0
hold,short,217.8,15483.5,15489.3,Stop Loss,-5.0,212.8,0
hold,hold,212.8,15489.3,15498.5,-,0.0,212.8,0
hold,short,211.3,15498.5,15502.3,-,-3.8,207.5,2
short,long,207.5,15502.3,15508.6,-,0.0,207.5,0
hold,hold,207.5,15508.6,15530.4,-,0.0,207.5,0
hold,short,206.0,15530.4,15538.0,Stop Loss,-5.0,201.0,0
hold,short,199.5,15538.0,15519.8,-,18.2,217.7,2
short,short,217.7,15519.8,15514.1,Take Profit,1.8,219.5,0
hold,short,218.0,15514.1,15506.6,-,7.5,225.5,2
short,short,225.5,15506.6,15515.6,-,-9.0,216.5,2
short,hold,216.5,15515.6,15525.9,Stop Loss,-3.5,213.0,0
hold,hold,213.0,15525.9,15520.3,-,0.0,213.0,0
hold,hold,213.0,15520.3,15519.0,-,0.0,213.0,0
hold,hold,213.0,15519.0,15513.4,-,0.0,213.0,0
hold,hold,213.0,15513.4,15519.0,-,0.0,213.0,0
hold,long,211.5,15519.0,15510.8,Stop Loss,-5.0,206.5,0
hold,short,205.0,15510.8,15507.5,-,3.3,208.3,2
short,short,208.3,15507.5,15508.0,-,-0.5,207.8,2
short,hold,207.8,15508.0,15507.4,-,0.6,208.4,2
short,short,208.4,15507.4,15504.1,-,3.3,211.7,2
short,long,211.7,15504.1,15504.3,-,0.0,211.7,0
hold,short,210.2,15504.3,15505.3,-,-1.0,209.2,2
short,short,209.2,15505.3,15503.5,-,1.8,211.0,2
short,short,211.0,15503.5,15503.3,-,0.2,211.2,2
short,hold,211.2,15503.3,15503.1,-,0.2,211.4,2
short,hold,211.4,15503.1,15505.0,-,-1.9,209.5,2
short,short,209.5,15505.0,15506.3,-,-1.3,208.2,2
short,hold,208.2,15506.3,15502.9,-,3.4,211.6,2
short,hold,211.6,15502.9,15501.5,-,1.4,213.0,2
short,short,213.0,15501.5,15500.9,-,0.6,213.6,2
short,hold,213.6,15500.9,15503.8,-,-2.9,210.7,2
short,hold,210.7,15503.8,15503.4,-,0.4,211.1,2
short,hold,211.1,15503.4,15505.1,-,-1.7,209.4,2
short,short,209.4,15505.1,15505.4,-,-0.3,209.1,2
short,long,209.1,15505.4,15507.3,-,0.0,209.1,0
hold,long,207.6,15507.3,15506.6,-,-0.7,206.9,1
long,hold,206.9,15506.6,15506.3,-,-0.3,206.6,1
long,hold,206.6,15506.3,15506.3,-,0.0,206.6,1
long,short,206.6,15506.3,15502.6,-,0.0,206.6,0
hold,long,205.1,15502.6,15504.0,-,1.4,206.5,1
long,short,206.5,15504.0,15504.3,-,0.0,206.5,0
hold,short,205.0,15504.3,15506.6,-,-2.3,202.7,2
